Gene_ID	SUPeR-seqpool-split1	SUPeR-seqpool-split2	SUPeR-seqpool-split4	SUPeR-seqpool-split3	SUPeR-seqpool-split6	SUPeR-seqpool-split5	SUPeR-seqpool-split8	SUPeR-seqpool-split7	SUPeR-seqpool-split9	SUPeR-seqpool-split10
ENSG00000207474.1	0	0	0	0	0	0	0	0	0	0
ENSG00000225404.2	0.73476	0	0	0	0	0	0	0	0	0
ENSG00000027001.7	0.00399494	59.7783	45.6817	0	55.4363	0.520277	0.237668	2.22203	29.13	18.8679
ENSG00000232102.1	0	0	0	0	0	0	0	0	0	0
ENSG00000205863.5	0	0	0	0	0	0	0	0	1.24972E-25	0
ENSG00000268735.1	0	0	0	0	0	0	0	0	0	0
ENSG00000205861.7	0	2.88512E-191	0	0	0	0	0	0	53.9895	0
ENSG00000231417.2	0	0	0	0	0	0	0	0	0	0
ENSG00000226695.1	0	0	0	0	0	0	0	0	0	0
ENSG00000151849.10	0.0120277	0	0.310394	0.12426	0.0271765	10.1454	0.031253	0.135821	0	0.0490962
ENSG00000151835.9	14.0433	15.8417	49.3413	9.19544	16.3668	24.8803	23.1137	19.9579	17.6956	33.314
ENSG00000232163.2	0	0	0	0	0	0	0	0	0	0
ENSG00000229558.1	0	0	0	0	0	0	0	0	0	0
ENSG00000132972.14	0.0106105	0.00296465	0.000109982	0.0015157	0.000934569	0.00159687	8.93619E-05	0	0.00104745	0
ENSG00000232858.1	0	0	0	0	0	0	0.56518	0	0	1.7853
ENSG00000253771.1	0.0793295	0	0	0	0.200164	23.2621	0.157587	0.0885213	0	0.00223444
ENSG00000251299.1	0	0	0	0	0	0	0	0	0	0
ENSG00000269099.1	0	0	0	0	0	0	0	0	0	0
ENSG00000151846.7	22.3886	16.9603	20.0973	13.4267	15.8505	22.0737	28.8321	16.3936	19.9077	20.9873
ENSG00000256305.1	0	0	0	0	0	0	0	0	0	0
ENSG00000165566.11	0	0	0	0	0	0	0	0	0	0
ENSG00000234056.1	0	0	0	0	0	0	0	0	0	0
ENSG00000238169.1	0.0196578	0	0	0	0	0	0	0	0	0
ENSG00000225105.2	0.00949925	0	0	0	0	0	0	0	0	0
ENSG00000235315.2	0.723788	0	0	0	0	0	0	0	0	0
ENSG00000205822.6	0.00541066	0	0	7.09856E-09	5.31977E-09	0.000215145	4.45583E-09	1.02699E-08	0	8.53332E-12
ENSG00000244615.1	0	0	0	0	0	0	0	0	0	0
ENSG00000243008.2	2.15287E-11	0	0	0	0	0.604541	0	0	0	0
ENSG00000102699.5	10.2134	0	0	0.0586818	8.70396	7.74879	19.4085	17.1866	0	0.0186222
ENSG00000266216.1	0	0	0	0	0	0	0	0	0	0
ENSG00000260509.2	0	0	0	0	0	0	0	0	0	0
ENSG00000234152.1	0	0	0	0	0	0	0	0	0	0
ENSG00000180730.4	42.5241	69.092	96.0013	36.2358	54.5055	11.6202	91.5512	12.4777	126.836	79.9394
ENSG00000231983.1	0	0	0	0	0	0	0	0	0	0
ENSG00000273167.1	7.13537E-06	0	2.09085E-06	2.43796E-06	1.77143E-06	2.29865E-06	1.00125E-06	2.23249E-06	0	4.45882E-95
ENSG00000182957.11	0.0901908	0	0.000825199	0.000296016	7.82922E-05	0.0214955	0.0193016	1.69802	18.3549	4.06464
ENSG00000228741.2	7.81301E-94	0	0	0	0.00188373	0	0	0	0	0
ENSG00000252695.1	0	0	0	0	0	0	0	0	0	0
ENSG00000240654.2	4.74496E-118	0	0	0	0	0	0	0	0.408065	0
ENSG00000225674.1	0	0	0.33758	0	0	0	0.370766	0	0	2.59031
ENSG00000227213.1	0	0	0	0	0	0	0	0	0	0
ENSG00000240868.1	0.0281888	0	0	0	0	0	0	0	0.0213782	0
ENSG00000205850.6	0	0	0	0	0	0	0	0	23.2037	0
ENSG00000271559.1	0	0	0	0	0	0	0	0	0	0
ENSG00000139496.11	32.4224	50.711	30.682	9.66022	9.01797	47.0866	13.6675	0.165173	14.9559	50.1617
ENSG00000139505.10	47.2266	0.168626	22.579	0.0826728	24.7054	9.60616	2.03749	26.9326	3.98892	1.39714
ENSG00000221324.1	0	0	0	0	0	0	0	0	0	0
ENSG00000227882.1	0	0	0	0	0	0	0	0	0	0
ENSG00000132975.6	0	0	0	0.171978	0	0	0	0	0	0
ENSG00000230256.1	0	0	0	0	0	0	0	0	0	0
ENSG00000223782.1	0	0	0	0	0	0	0	0	0	0
ENSG00000218198.2	0	0	0	0	0	0	0	0	0	0
ENSG00000152484.9	0.00451534	0.0735869	1.43627	6.07047	0.0253532	0	1.13699	3.30976	2.64066	3.75609
ENSG00000232162.1	0	0	0	0	0	0	0	0	0	0
ENSG00000230641.1	0.0151261	0	0	0	0	0	0	0	0	0
ENSG00000233963.1	1.10903E-156	0	0	0.00377316	0	0	0	0	0	0
ENSG00000234706.1	0	0	0	0	0	0	0	0	0	0
ENSG00000127870.12	21.2515	0.184211	12.1822	14.702	54.5161	26.016	4.99086	52.5971	20.2256	84.8956
ENSG00000132932.12	0.00874676	0.000116459	4.9349E-05	0.000539079	0.000247815	1.76445E-05	9.47767E-05	0.000262238	2.93906E-05	1.98595E-05
ENSG00000199767.1	0	0	0	0	0	0	0	0	0	0
ENSG00000215549.1	0	0	0	0	0	0	0	0	0	0
ENSG00000242381.2	0	0	0	0	0	0	0	0	0	0
ENSG00000265546.1	0	0	0	0	0	0	0	0	0	0
ENSG00000180803.2	0	0	0	0	0	0	0	0	0	0
ENSG00000268344.1	0	0	0	0	0	0	0	0	0	0
ENSG00000223158.1	0	0	0	0	0	0	0	0	0	0
ENSG00000234772.1	0	0	0	0	0	0	0	0	0	0
ENSG00000221756.1	0	0	0	0	0	0	0	0	0	0
ENSG00000132964.7	39.6013	0.00151356	78.9578	0.425251	79.2719	0	12.2645	51.0052	43.1086	164.526
ENSG00000122035.6	0	0	0	0	0	0	18.3747	0	0	0
ENSG00000252247.1	0	0	0	0	0	0	0	0	0	0
ENSG00000201242.1	0	0	0	0	0	0	0	0	0	0
ENSG00000132970.8	0.488628	0.40152	0.0279483	2.23192	22.5634	1.94141	19.4866	0.169311	0.075893	8.61321
ENSG00000234031.1	0.0859227	0.93858	0.0786513	0.329464	0.310394	0	0.27608	0	0.472991	0
ENSG00000237001.2	6.95884E-223	0	0	0	0	0	0	0	0	0
ENSG00000229609.1	0	0	0	0	0	0	0	0	0	0
ENSG00000252499.1	0	0	0	0	0	0	0	0	0	0
ENSG00000122026.6	58.7979	47.5871	67.0316	68.2665	70.4526	50.8239	63.0369	57.0721	59.4727	60.5498
ENSG00000207500.1	0	0	0	0	0	0	0	0	0	0
ENSG00000207051.1	0	0	0	0	0	0	0	0	0	0
ENSG00000226703.1	0	0	0	0	0	0	0	0	0	0
ENSG00000169840.4	0	0	0	0	0	0	0	0	0	0
ENSG00000207330.1	0	0	0	0	0	0	0	0	0	0
ENSG00000139517.6	6.63038	3.96246	16.762	20.078	11.4969	0	2.09428	0	0.0394392	2.31227
ENSG00000180389.6	73.5724	154.67	137.942	165.903	90.0996	75.9552	158.49	199.34	150.024	178.377
ENSG00000260704.1	0	0	0	0	0	0	0	0	0	0
ENSG00000165556.9	0	0	0	0	0	15.6132	0	2.03567	0	0
ENSG00000183463.5	0	0	0	0	0	0	0	0	0	0
ENSG00000242360.2	0	0	0	0	0	0	0	0	0	0
ENSG00000247381.2	0.524956	0.00260301	0	0	0	0	0	0	0	0.000201774
ENSG00000139515.5	0	0	0	0	0	0	0.0549795	0	0	0
ENSG00000235115.2	0	0	0	0	0	0	0	0	0	0
ENSG00000186184.11	157.189	402.502	84.6833	166.683	157.963	314.639	227.309	188.539	85.5115	172.137
ENSG00000261485.1	0	0	0	0	0	0	0	0	0	0
ENSG00000235472.1	0.839222	1.44065	1.42121	1.86435	1.46785	0.88367	2.93073	2.9424	1.26648	1.86715
ENSG00000122025.10	0.0179926	0	0	0.00153613	0	0	0	0	0	0
ENSG00000271026.1	0	0	0	0	0	0	0	0	0	0
ENSG00000139508.10	0	18.9636	0	0	0.114027	3.05114	36.6344	0	0	0
ENSG00000202237.1	0	0	0	0	0	0	0	0	0	0
ENSG00000233588.1	0	0	0	0	0	0	0	0	3.71253	0
ENSG00000152520.9	0.0103885	1.80484	0	0.0346977	0	11.7032	0.10092	0.125298	11.7331	21.4292
ENSG00000232587.1	0	0	0	0	0	0	0	0	0	0
ENSG00000200840.1	0	0	0	0	0	0	0	0	0	0
ENSG00000236339.1	0	0	0	0	0	0	0	0	0	0
ENSG00000122034.8	55.7755	18.6895	89.3712	145.937	266.077	218.848	174.317	73.4529	149.516	97.413
ENSG00000203602.1	0	0	0	0	0	0	0	0	0	0
ENSG00000122033.10	24.9461	116.833	73.1961	75.388	150.73	40.632	183.613	151.437	2.21695	114.268
ENSG00000132963.7	152.433	110.663	207.989	85.433	118.751	242.715	262.482	121.276	176.965	149.981
ENSG00000236258.1	0	0	0	0	0	0	0	0	0	0
ENSG00000102755.6	0.0233189	4.95002	0	0	0	7.52555	0.000318408	0	0	6.58205
ENSG00000139514.8	0.0893588	0.705136	0	0.0840074	0	0	17.8293	3.94117	0.851553	6.471
ENSG00000224405.1	0	0	0	0	0	0	0	0	0	0
ENSG00000224329.2	0.0204221	0	0	0	0	0	0	0	0	0
ENSG00000122042.9	0.0768995	21.3922	34.157	3.24389	0.651251	13.9186	25.6972	23.5989	32.6776	27.4813
ENSG00000266505.1	0	0	0	0	0	0	0	0	0	0
ENSG00000122043.6	0.0221437	0	0	0	0	0	0	0	0	0
ENSG00000224511.1	0	0	0	0	0	0	0	0	0	0
ENSG00000236463.1	0	0	0	0	0	0	0	0	0	0
ENSG00000232117.1	0.0240222	0	0	0	0	0	0	0	0	0
ENSG00000232643.1	0	0	0	0	0	0	0	0	0	0
ENSG00000225039.1	0	0	0	0	0	0	0	0	0	0
ENSG00000089157.11	2052.73	2250.48	2126.22	2812.22	2007.28	1997.18	2062.77	1973.13	1975.69	2469.93
ENSG00000236444.2	6.40111	7.65948	8.88583	10.8904	6.20041	11.0886	11.338	5.68111	6.94847	5.3336
ENSG00000238121.1	0.00433448	0	0	0	0	0	0	0	0	0
ENSG00000102781.9	0.00607145	2.59313	0.000555764	0.00148761	0.251022	0.000645377	0.000735917	4.84665	0.00020656	2.1856
ENSG00000266816.1	0	0	0	0	0	0	0	0	0	0
ENSG00000252928.1	0	0	0	0	0	0	0	0	0	0
ENSG00000215049.3	0	0	0	0	0.302128	0.382836	0	0	0	0.56631
ENSG00000132965.5	0	0	0	0	0	0	0	0	0	0
ENSG00000237879.1	0	0	0	0	0	0	0	0	0	0
ENSG00000231894.1	0	0	0	0	0	0	0	0.000351938	0	0
ENSG00000230403.1	0	0	0	0	0	0	0	0	0	0
ENSG00000132952.7	0.00381567	0	0.534953	0	0	0	11.7412	6.49252	0	40.3763
ENSG00000132938.14	0.00750193	0.000158927	0	5.18954E-05	5.47532E-05	0.0290326	0.000233212	0.00028068	0	4.06523E-05
ENSG00000221670.1	0	0	0	0	0	0	0	0	0	0
ENSG00000223460.1	0	0	0	0	0	0	0	0	0	0
ENSG00000236758.1	0	0	0	0	0	0	0	0	0	0
ENSG00000270680.1	0	0	0	0	0	0	0	0	0	0
ENSG00000179141.5	0.0044514	0	0	0	0	0	0	0	0	0
ENSG00000133105.3	0.0050334	0	0.00016783	0.000262619	0.000256681	0	0	0	0	0
ENSG00000235822.1	0	0	0	0	0	0	0	0	0	0
ENSG00000120694.15	7.22721	69.6934	85.4019	59.2656	43.0201	136.482	93.2601	95.8543	35.7517	105.521
ENSG00000187676.7	0.00877591	1.99224	0.00375501	16.8949	0.000891638	24.0613	0.0154595	1.24302	0.473932	0
ENSG00000229427.1	0	0	0	0	0	0	0	0	0	0
ENSG00000230633.1	0	0	0	0	0	0	0	0	0	0
ENSG00000189167.7	0	0	0.298427	0	0	0	0	0	0	0
ENSG00000229715.4	0.00447753	0	0	0	0	0	0	0	0	0
ENSG00000224743.2	0.00307301	0	0	0.00288609	0	0	8.07759E-09	0	0	0
ENSG00000238185.1	0	0	0	0	0	0	0	0	0	0
ENSG00000236094.1	0	0	0	0	0	0	0	0	0	0
ENSG00000102802.5	0	0	0	0	0	0	0.0032371	0	0	0
ENSG00000175664.5	0.00373112	0	0	0	0	0.00325049	0	0	0.000406199	0
ENSG00000226968.1	0.0186932	0	0	0	0	0	0	0	0	0
ENSG00000227604.3	0	0	0	0	0	0	0	0	0	0
ENSG00000139618.10	0.00945697	0	0	11.6689	0.0218629	12.1124	2.74283	30.9202	27.8848	3.84509
ENSG00000215515.2	0	0	0	0	0	0	0	0	0	0
ENSG00000133116.6	0.0533695	0	0	0.00299254	0	0	0	0	0	0
ENSG00000221677.2	0	0	0	0	0	0	0	0	0	0
ENSG00000083642.14	0.00746838	15.4228	0.305257	0	34.2397	0	1.35813	0	62.2052	5.58356
ENSG00000207325.1	0	0	0	0	0	0	0	0	0	0
ENSG00000237637.1	0	0	0	0	0	0	0	0	0	0
ENSG00000073910.15	0.0065883	0.000861256	0.00047924	0.000393726	3.13274E-05	0	0.000233638	0	0	0.000786798
ENSG00000227254.1	0	0	0	0	0	0	0	0	0	0
ENSG00000199196.1	0	0	0	0	0	0	0	0	0	0
ENSG00000139597.12	0.0566375	0	0	0	0	0	0	0	0	0
ENSG00000212293.1	0	0	0	0	0	0	0	0	0	0
ENSG00000270008.1	0	0	0	0	0	0	0	0	0	0.0268827
ENSG00000244754.4	14.7236	0.618578	221.356	0.751144	59.6745	0	0.00116681	0.0739338	29.9843	4.98482
ENSG00000229800.1	0	0	0	0	0	0	0	0	0	0
ENSG00000261728.1	0	0	0	0	0	0	0	0	0	0
ENSG00000230490.2	0.0069184	0	0.000395409	0.000464078	0	0.000348612	0	0	0	0
ENSG00000234535.1	0	0	0	0	0	0	0	0	0	0
ENSG00000232986.1	0	0	0	0	0	0	0	0	0	0
ENSG00000236036.1	0	0	0	0	0	0	0	0	0	0
ENSG00000133119.8	75.148	87.7723	13.1749	14.5301	49.1285	20.7526	34.9953	36.5603	36.3298	54.5218
ENSG00000263663.1	0	0	0	0	0	0	0	0	0	0
ENSG00000252397.1	0	0	0	0	0	0	0	0	0	0
ENSG00000133083.10	0.0441585	0.00021639	3.9244E-05	0.000264681	0.000403305	0.000452723	0.0013642	0.000822802	6.80399	0.000240537
ENSG00000133121.16	0.00579635	2.34852	0.00308317	0.0268929	11.3817	3.01408	0.0184374	0	0.00139833	0
ENSG00000230300.1	0	0	0	0	0	0	0	0	0	0
ENSG00000227911.3	0	0	0	0	0	0	0	0	0	0
ENSG00000264288.1	0	0	0	0	0	0	0	0	0	0
ENSG00000236581.4	0.227565	0	0	0	0	0	1.50708E-12	0	0	0
ENSG00000189403.10	176.812	165.466	257.215	297.143	151.149	244.669	312.173	299.752	364.546	395.186
ENSG00000213411.2	0	0	0	0	0	0	0	0	0	0
ENSG00000232489.1	0	0	0	0	0	0	0	0	0	0
ENSG00000224117.1	0	1.315	0	0	0	0	0	0.784586	0	0.501008
ENSG00000223383.1	0	0	0	0	0	0	0	0	0	0
ENSG00000133101.5	0.0146882	0	0	0	0	0	0	0	0	0
ENSG00000180440.3	0	0	0.47287	0	0	0	0	0	0	0
ENSG00000222602.1	0	0	0	0	0	0	0	0	0	0
ENSG00000271850.1	0.00884122	1.00254E-07	8.75946E-05	6.37573E-08	4.88419E-08	7.39401E-08	3.03085E-08	7.12307E-08	9.15386E-08	0.000198599
ENSG00000225179.1	0.0073467	0.000317711	1.50749E-08	0.0021077	0.000337901	0.000234277	0.000161686	0.000174251	0.000633337	1.31149E-07
ENSG00000271901.1	1.42273E-06	0	0	0	0	0	0.000916678	0	0	0
ENSG00000231910.1	0	0	0	0	0	0	0	0	0	0
ENSG00000235306.2	0	0	0	0	0	0	0	0	0	0
ENSG00000223543.1	0	0	0	0	0	0	0	0	0	0
ENSG00000215486.4	0	0	0	0	0	0	0	0	0	0
ENSG00000271337.1	0	0	0	0	0	0	0	0	0	0
ENSG00000133111.3	8.93596	0	34.6648	45.1598	0.104585	0	3.82393	0	4.77832	0
ENSG00000120669.11	0.000665033	0	0	0	0	0.000531024	0	0	0	0
ENSG00000250709.1	0.00549574	0	0	0	0	0.000540759	0	0	0	0
ENSG00000242715.3	1.41409E-66	0	0	0	0	0	0	0	0	0
ENSG00000207203.1	0	0	0	0	0	0	0	0	0	0
ENSG00000226161.1	0	0	0	0	0	0	0	0	0	0
ENSG00000232378.1	0	0	0	0	0	0	0	0	0	0
ENSG00000228825.1	0	0	0	0	0	0	0	0	0	0
ENSG00000172915.14	0.00565162	4.32581	0.00260888	0.121957	0.00110854	0.000852429	0.00135102	0.000483024	0.000236649	0.0157685
ENSG00000232795.1	0	0	0	0	0	0	0	0	0	0
ENSG00000234835.1	0	0	0	0	0	0	0	0	0	0
ENSG00000180660.6	0	0	0	0	0	0	0	0	0	0
ENSG00000221519.1	0	0	0	0	0	0	0	0	0	0
ENSG00000120693.9	18.7604	19.2999	0.0494388	24.069	0	0.0267884	0.963809	17.4826	0	3.52096
ENSG00000236711.2	0	0	0	0	0	0	0	0	0	0
ENSG00000180138.6	0.0733913	0.105545	0.0589708	0.345316	0.398645	0.0635415	0.0860995	0	0.0798765	0.180332
ENSG00000202395.1	0	0	0	0	0	0	0	0	0	0
ENSG00000230283.1	0	0	0	0	0	0	0	0	0	0
ENSG00000230390.1	0	0	0	0	0	0	0	0	0	0
ENSG00000228036.1	0	0	0	0	0	0	0	0	0	0
ENSG00000120686.7	0	0.70048	34.9176	1.69925	7.89876	12.9061	0.158316	0	0.915371	0
ENSG00000133110.10	0.00881673	0	0	0	0	0	0	0	0	0
ENSG00000229437.1	0	0	0	0	0	0	0	0	0	0
ENSG00000236354.1	0.0406641	0	0	0	0	0	0	0	0	0
ENSG00000223685.1	0.0190933	0.0024772	0.000448016	0	0.0015618	0.000561759	0	0	0.00281322	0.000528059
ENSG00000234701.1	0	0	0	0	0	0	0	0	0	0
ENSG00000225221.1	0	0	0	0	0	0	0	0	0	0
ENSG00000235550.1	0	0	0	0	0	0	0	0	0	0
ENSG00000133115.7	0	0	0	0	0	0	0	0	0	0
ENSG00000133107.10	0.00944049	0	9.89127E-05	0.000709437	4.20276E-05	0	0	0.000575564	7.40194E-05	0.216599
ENSG00000199276.1	0	0	0	0	0	0	0	0	0	0
ENSG00000188811.8	0	0	0	0	2.64216	0	9.98298	0	0	0
ENSG00000214823.3	0	0	0	0	0	0	0	0	0	0
ENSG00000216014.1	0	0	0	0	0	0	0	0	0	0
ENSG00000120685.15	0.826797	59.4896	0	103.762	19.2934	6.48053	102.224	0	46.0209	1.43212
ENSG00000224351.2	0	0	0	0	0	0	0	0	0	0
ENSG00000270444.1	0	0	0	0	0	0	0	0	0	0
ENSG00000212553.1	0	0	0	0	0	0	0	0	0	0
ENSG00000230710.1	0	0	0	0	0	0	0	0	0	0
ENSG00000271429.1	0	0	0	0	0	0	0	0	0	0
ENSG00000133104.8	49.2235	16.2231	83.3709	11.9459	60.849	18.7122	0.442854	6.13403	4.17197	37.3523
ENSG00000120664.6	1.30803E-185	0	0	0	0	0	0	0	0	0
ENSG00000266047.1	0	0	0	0	0	0	0	0	0	0
ENSG00000207458.1	0	0	0	0	0	0	0	0	0	0
ENSG00000150893.9	5.17588	0	0	0.0203868	0	0	0.00423427	1.67755	0.89749	0
ENSG00000252795.1	0	0	0	0	0	0	0	0	0	0
ENSG00000212049.1	0	0	0	0	0	0	0	0	0	0
ENSG00000225350.1	0	0	0	0	0	0	0	0	0	0
ENSG00000183722.7	0.00981216	0	0.000487929	0	24.8752	0.00106278	0.00041772	4.30184E-05	0	1.66726
ENSG00000238408.1	0	0	0	0	0	0	0	0	0	0
ENSG00000133103.12	0.00701582	2.91966	0	22.4922	4.09303	0.0429516	22.8801	29.1529	0.0538856	3.34383
ENSG00000264171.1	0	0	0	0	0	0	0	0	0	0
ENSG00000200526.1	0	0	0	0	0	0	0	0	0	0
ENSG00000230058.1	0	0	0	0	0	0	0	0	0	0
ENSG00000252812.1	0	0	0	0	0	0	0	0	0	0
ENSG00000215483.4	0	0	0	0	0	0	0	0	0.00580664	0
ENSG00000269120.1	0	0	0	0	0	0	0	0	0	0
ENSG00000211491.2	0	0	0	0	0	0	0	0	0	0
ENSG00000207652.1	0	0	0	0	0	0	0	0	0	0
ENSG00000102743.10	0.0232854	0	0	0	3.05313	0	0	0	34.5941	0.290753
ENSG00000264226.1	0	0	0	0	0	0	0	0	0	0
ENSG00000244264.2	0	0	0	0	0	0	0	0	0	0
ENSG00000102738.6	40.2472	0.00278359	22.569	113.833	42.0096	45.4021	52.6611	30.2452	41.122	7.91154
ENSG00000150907.6	0.00286908	0.00206284	14.3652	0	14.1553	0	0.0112881	0	10.7942	12.1318
ENSG00000229456.1	0	0	0	0	0	0	0	0	0	0
ENSG00000165572.6	0	2.17443	0.438418	35.7382	4.02261	2.3204	0.18845	3.08409	0.0350209	4.46125
ENSG00000238651.1	0	0	0	0	0	0	0	0	0	0
ENSG00000215482.3	11.4784	2.19594	11.5022	8.06431	9.22812	7.50552	2.74703	7.49425	11.2112	4.78779
ENSG00000120696.8	0	0.203352	12.1595	0.0664639	0.0240216	0	0	0	0	0
ENSG00000225133.1	0	0	0	0	0	0	0	0	0	0
ENSG00000168852.8	0.0237636	0.00155167	0.00256129	0.0005845	0.00128606	0.000813469	0.00174441	0.000338728	0.29376	1.66733E-09
ENSG00000176268.5	0	0	0	0	0	0	0	0	0	0
ENSG00000239827.4	2.03513E-07	0	0	0	0	0	0.00292325	0	0	0.0145621
ENSG00000231404.2	0	0	0	0	0	0	0	0	0	0
ENSG00000214222.2	0	0	0.391744	0.447486	0.311141	0	0	0	0	0
ENSG00000205240.3	1.47356	0.314944	1.10073	1.26259	0	0	1.09675	0.151498	0	1.23572
ENSG00000234655.2	0	0	0	0	0	0	0	0	0	0
ENSG00000215480.3	1.79893	0.384508	1.34729	1.54333	0	0	1.34097	0.185516	0	1.35697
ENSG00000120662.11	0.00337877	0	2.92078	49.7027	7.07504	0	0	0	37.3067	0
ENSG00000263907.1	0	0	0	0	0	0	0	0	0	0
ENSG00000263928.1	0	0	0	0	0	0	0	0	0	0
ENSG00000264042.1	0	0	0	0	0	0	0	0	0	0
ENSG00000120690.9	0.0110543	0.000569111	1.78754	0.00435898	0.131574	0.0460219	8.008	0	1.0016	0
ENSG00000229473.2	0	0	0	0	0	0	0	0	0	0
ENSG00000120688.7	70.9952	12.4845	0	17.8259	8.28673	59.4621	0.0524102	19.5947	7.3616	4.67995
ENSG00000102760.12	0.0121383	0	0	0	0	0	7.47949	0	0	0
ENSG00000226093.1	0	0	0	0	0	0	0	0	0	0
ENSG00000172766.14	0.0596067	64.8254	0	0	49.5055	4.55267	0.0233274	49.3537	3.89773	29.0633
ENSG00000223280.1	0	0	0	0	0	0	0	0	0	0
ENSG00000233259.3	0	0	0	0	0	0	0	0	0	0
ENSG00000179813.2	0	0	0	0	0	0	0	0	0	0
ENSG00000120659.10	0.0105775	0	0	0.00331139	0	0	0	0	0	0
ENSG00000271216.1	0	0	0	0	0	0	0	0	0	0
ENSG00000023516.7	2.06887	6.30428	12.7951	3.74867	4.09618	1.42883	0	0	0.929488	0.140985
ENSG00000229546.1	0	0	0	0	0	0	0	0	0	0
ENSG00000229928.1	0	0	0	0	0	0	0	0	0	0
ENSG00000120675.4	0.0055738	8.30742	0	0	0	0.0599102	0.0270457	0	3.84135	1.44799
ENSG00000270522.1	0	0	0	0	0	0	0	0	0	0
ENSG00000133106.10	0.055212	0.00108069	0.000150344	0.000188211	53.5154	0.00141886	0.181127	0.000593834	0.00024276	0.000141765
ENSG00000238025.1	0	0	0	0	0	0	0	0	0	0
ENSG00000151773.8	0.0492201	0	0	1.77708	0.00406725	0.00518048	3.25167	0.13076	0	0
ENSG00000179630.6	0	0	0	0	0	0	0	0	0	0
ENSG00000226519.1	0	0	0	0	0	0	0	0	0	0
ENSG00000102763.11	6.41629	14.0667	2.68695E-05	0	9.88366	0	0.0384017	9.79742	3.96813	5.86994
ENSG00000264190.1	0	0	0	0	0	0	0	0	0	0
ENSG00000241406.2	0	0	0	0	0	0	0	0	0	0
ENSG00000206962.1	0	0	0	0	0	0	0	0	0	0
ENSG00000229696.1	0	0	0	0	0	0	0	0	0	0
ENSG00000233725.3	0.0162381	0.00208799	0.000341967	0.00178073	0.000518344	0.0107189	0.00213258	0.00474733	0.00234112	0.000866706
ENSG00000179611.2	7.75527	0	0	1.4722	0	8.02772	0.157083	7.00122	4.56802	0
ENSG00000151778.6	0.0133392	0	0	0	0	0	0	0	0	0
ENSG00000227258.1	0.0037474	0	0	0	65.1806	0	7.46033E-10	0	0	27.7474
ENSG00000139656.5	3.94772E-07	0	0	0	5.84385E-16	0	0.00354606	0	0	5.8447E-58
ENSG00000235285.1	0.0101021	0	0	0	0	0	0	0	0	0
ENSG00000230731.2	0	0	0	0	0	0	0	0	0	0
ENSG00000237361.2	0	0	0	0	0	0	0	0	0	0
ENSG00000102780.12	3.1608	9.47715E-14	3.47326E-14	5.10079	0.183624	2.26691E-13	0.891964	3.54421	1.43225	0.00180018
ENSG00000234213.1	0	1.48792	0.562849	0	1.19788	2.91463	2.44915	2.64763	1.71427	0
ENSG00000231530.1	0	0	0	0	0	0	0	0	0	0
ENSG00000237263.1	0	0	0	0	0	0	0	0	0	0
ENSG00000265679.1	0	0	0	0	0	0	0	0	0	0
ENSG00000270809.1	0	0	0	0	0	0	0	0	0	0
ENSG00000230793.1	0.161604	0	0.130515	0.152451	0.219061	0.277654	0.316928	0.138296	0.17582	0.398058
ENSG00000238932.1	0	0	0	0	0	0	0	0	0	0
ENSG00000237585.1	0	0	0	0	0	0	0.000289937	0	0	0
ENSG00000235097.1	0.0160625	0	0	0	0	0	0	0	0	0
ENSG00000221163.1	0	0	0	0	0	0	0	0	0	0
ENSG00000120658.8	0.00889312	0	0.000238725	0	1.04748	2.19482E-05	4.05263E-05	0.0880644	0	0.000105677
ENSG00000232540.1	0	0	0	0	0	0	0	0	0	0
ENSG00000238189.1	0	0	0	0	0	0	0	0	0	0
ENSG00000233821.1	0	0	0	0	0	0	0	0	0	0
ENSG00000253051.1	0	0	0	0	0	0	0	0	0	0
ENSG00000120697.4	266.601	68.1292	22.9314	80.4657	185.189	20.4032	113.77	175.818	0	79.1412
ENSG00000102710.15	29.6693	102.024	0.355387	0	49.1716	35.7912	75.2817	32.3811	46.9337	111.932
ENSG00000221100.1	0	0	0	0	0	0	0	0	0	0
ENSG00000120699.8	52.3371	7.73736E-18	136.487	7.5254	13.0879	99.7576	197.75	206.717	121.645	81.7854
ENSG00000188342.7	68.2391	11.1347	21.0592	64.6731	42.1832	5.51781	0.20931	92.811	48.8497	113.371
ENSG00000271818.1	0	0	0	0	0	0	0	0	0	0
ENSG00000270381.1	0	0	0	0	0	0	0	0	0	0
ENSG00000252055.1	0	0	0	0	0	0	0	0	0	0
ENSG00000180332.5	0	0	0	0	0	0	0	0	0	0
ENSG00000102804.10	23.8003	24.8588	44.7122	4.47528	40.9473	43.9388	143.151	19.0485	24.5447	0.129599
ENSG00000225727.2	1.13897E-37	0	0	0	0	0	0	0	0	0
ENSG00000083635.7	0	7.79994	0	0	6.90429	4.36704	0	0.000298809	0.159562	22.5569
ENSG00000223732.2	0.00631109	0	0	0.00153722	0.00107104	1.04921E-69	7.09827E-11	6.68222E-168	1.10693E-65	1.80516E-156
ENSG00000133114.13	45.7485	0	0	0.0379173	0	23.3542	0.0791734	25.2776	17.2712	8.29096
ENSG00000265802.1	0	0	0	0	0	0	0	0	0	0
ENSG00000223341.1	0	0	0	0	0	0	0	0	0	0
ENSG00000228869.1	0	0	0	0	0	0	0	0	0	0
ENSG00000235366.1	0	0	0	0	0	0	0	0	0	0
